customer_id,probability
12346,0.04279521503485739
12347,0.2032695347443223
12348,0.06359894666820765
12349,0.18709616735577583
12350,0.0728009077720344
12351,0.09604425728321075
12352,0.5810030065476894
12353,0.08024170016869903
12354,0.08628763491287827
12355,0.04144544247537851
12356,0.21991996094584465
12357,0.3528572339564562
12358,0.06483789812773466
12359,0.27566177770495415
12360,0.2727565560489893
12361,0.05430353060364723
12362,0.7587774060666561
12363,0.0374350652564317
12364,0.16073110979050398
12365,0.10736163472756743
12366,0.012465144362067804
12368,0.01443035586271435
12369,0.11124314926564693
12370,0.17027581110596657
12371,0.09927400760352612
12372,0.2189872357994318
12373,0.0352631532587111
12374,0.13548949547111988
12375,0.3288569226861
12376,0.03350249049253762
12377,0.11384868109598756
12378,0.13074404187500477
12379,0.17631268966943026
12380,0.39912036433815956
12381,0.41503580287098885
12382,0.004905341425910592
12383,0.19181644916534424
12384,0.4051142018288374
12385,0.1333921505138278
12386,0.05030764010734856
12387,0.0239333373028785
12388,0.49497371912002563
12389,0.06714073847979307
12390,0.12888775020837784
12391,0.20178557746112347
12392,0.022171564400196075
12393,0.34506774321198463
12394,0.05176708637736738
12395,0.4539117105305195
12396,0.026194147183559835
12397,0.3827887065708637
12398,0.22060249652713537
12399,0.15438767336308956
12400,0.02364592219237238
12401,0.013189221266657114
12402,0.06756532145664096
12403,0.08804860664531589
12404,0.005730567951104604
12405,0.09952724725008011
12406,0.4067554622888565
12407,0.22188744693994522
12408,0.39450083673000336
12409,0.2885901425033808
12410,0.08569559454917908
12411,0.057670692913234234
12412,0.16704288218170404
12413,0.1376549582928419
12414,0.03370785457082093
12415,0.8924342840909958
12416,0.01434393331874162
12417,0.30344183556735516
12418,0.15588334295898676
12419,0.05650354432873428
12420,0.1252529602497816
12421,0.13807616475969553
12422,0.21109533589333296
12423,0.3845963217318058
12424,0.21903959847986698
12425,0.05014227842912078
12426,0.04798566782847047
12427,0.18342993687838316
12428,0.4203217290341854
12429,0.40256492979824543
12430,0.1613266826607287
12431,0.6908027492463589
12432,0.2086929427459836
12433,0.678709551692009
12434,0.2555141858756542
12435,0.22199938353151083
12436,0.12801936408504844
12437,0.8325691372156143
12438,0.3702192660421133
12439,0.023065060726366937
12440,0.021682407590560615
12441,0.06307268608361483
12443,0.026661358075216413
12444,0.594990000128746
12445,0.062424390111118555
12446,0.2655021511018276
12447,0.06396990641951561
12448,0.1824338175356388
12449,0.4805837646126747
12450,0.06624389765784144
12451,0.650494646281004
12452,0.2706098649650812
12453,0.1685831919312477
12454,0.2022668421268463
12455,0.13005340145900846
12456,0.2254676092416048
12457,0.23654293082654476
12458,0.16224961075931787
12459,0.022858718526549637
12460,0.03491032519377768
12461,0.16428319085389376
12462,0.12783555733039975
12463,0.3370570447295904
12464,0.27732260804623365
12465,0.30993436835706234
12466,0.005300655800965615
12467,0.017885488807223737
12468,0.10954539477825165
12469,0.03174497897271067
12470,0.010319306806195527
12471,0.946288637816906
12472,0.8262621238827705
12473,0.4472219944000244
12474,0.8626122921705246
12475,0.0753755655605346
12476,0.8484592065215111
12477,0.7365728095173836
12479,0.2312387116253376
12480,0.3150919284671545
12481,0.6622694283723831
12482,0.06674826494418085
12483,0.6000274233520031
12484,0.5692353397607803
12485,0.02706984686665237
12486,0.03698902588803321
12487,0.02650894387625158
12488,0.3325284533202648
12489,0.03927453910000622
12490,0.7221395149827003
12491,0.13363152090460062
