customer_id,probability
12346,0.08097963666127891
12347,0.3722476752804616
12348,0.09961760204124863
12349,0.22757772292435105
12350,0.1004229447228266
12351,0.10097052882538184
12352,0.4726552758954066
12353,0.08499570112033625
12354,0.1455283407238708
12355,0.059250655497486336
12356,0.2852598267232591
12357,0.3763445396914293
12358,0.07281830511597852
12359,0.4979398464613592
12360,0.37984955019328215
12361,0.0893145199701951
12362,0.5528245627251851
12363,0.11249959440124063
12364,0.2793876274097799
12365,0.11267836520560644
12366,0.0408183434243975
12368,0.040676111481263794
12369,0.14156826036399078
12370,0.2710247548188431
12371,0.218511406612515
12372,0.30427236146598335
12373,0.06060169554183599
12374,0.17878491810521585
12375,0.19773978982954643
12376,0.07524431078860405
12377,0.21338914377879625
12378,0.26957714704818364
12379,0.24944719699469897
12380,0.41150441449429265
12381,0.4069595440515787
12382,0.04973007866982841
12383,0.28898175789350883
12384,0.30994437919370116
12385,0.15316419883748908
12386,0.06977137506276745
12387,0.04973007866982841
12388,0.39086801326068127
12389,0.0799118019911487
12390,0.21430890791332852
12391,0.21157838505009682
12392,0.04333352762452141
12393,0.39613841506719405
12394,0.12537774294589357
12395,0.5478810594954984
12396,0.04465382321490591
12397,0.3859417451528888
12398,0.3411165242344692
12399,0.2855399589879876
12400,0.07691233416765297
12401,0.04973007866982841
12402,0.08357830429175318
12403,0.08055260445917341
12404,0.04973007866982841
12405,0.14834496028507158
12406,0.3840476760399976
12407,0.382451653640295
12408,0.4724526521680974
12409,0.43222763844303147
12410,0.08639292305803557
12411,0.06972348066452778
12412,0.2563889116007044
12413,0.2837686937788997
12414,0.06899420063176269
12415,0.7857528048938855
12416,0.048230034519300816
12417,0.5357763507494323
12418,0.21252512089987258
12419,0.0770733332859374
12420,0.2081338808785134
12421,0.2518856561487965
12422,0.2885616264218965
12423,0.48603309410033396
12424,0.2626413681077304
12425,0.11666361032758502
12426,0.07637935821021731
12427,0.18130526757898782
12428,0.47482774690388113
12429,0.379271010909016
12430,0.2304580276808257
12431,0.702408345074811
12432,0.31964395789016653
12433,0.5740308699081248
12434,0.27606120881349955
12435,0.5040764035088271
12436,0.17361332537459243
12437,0.8043986292140378
12438,0.432132590377543
12439,0.04094782817416624
12440,0.04520848687154832
12441,0.04973007866982841
12443,0.04622392537401717
12444,0.48777252286169065
12445,0.07477117446946892
12446,0.3296002999634732
12447,0.08434996241325797
12448,0.22269444957712278
12449,0.41809536039628836
12450,0.07424938583471206
12451,0.5360807714647041
12452,0.2265736638963627
12453,0.23217076465219577
12454,0.2466579345371271
12455,0.23282318897969723
12456,0.3275292787529473
12457,0.3209054993247462
12458,0.2694275640812229
12459,0.044851475574919086
12460,0.052197611845289184
12461,0.17476822294023725
12462,0.19386291624163982
12463,0.32185407091183127
12464,0.2959446557285505
12465,0.31981438928568495
12466,0.04973007866982841
12467,0.04973007866982841
12468,0.20220924489297004
12469,0.054156098028840124
12470,0.038464327364683
12471,0.8454215523037987
12472,0.7733612890561318
12473,0.5215785660873933
12474,0.8233837563267528
12475,0.16155724064876673
12476,0.775385939864495
12477,0.5833830448935202
12479,0.2264950678968109
12480,0.38234330627369767
12481,0.6406397087555368
12482,0.10026589421113408
12483,0.6252707808062425
12484,0.5507865880610461
12485,0.04653131500810629
12486,0.05387395055564696
12487,0.05895911490986768
12488,0.32673761309103544
12489,0.08155852654341166
12490,0.7045136648375494
12491,0.17937031138820395
12492,0.17928238887705944
12493,0.11918569344852159
12494,0.35210427992270166
12495,0.04547822609884018
12496,0.04973007866982841
12497,0.14778043513276365
12498,0.28073589995245507
12499,0.05188819514348923
12500,0.4620231104993987
12501,0.24194745258711176
12502,0.4331569728951514
12503,0.04622361870041451
12504,0.17137204845208368
12505,0.1098914746357629
12506,0.04973007866982841
12507,0.10934145673386336
12508,0.4756195352807083
12509,0.04973007866982841
12510,0.10200028598660689
12511,0.19533282097243812
12512,0.04973007866982841
12513,0.30300724122066275
12514,0.14113469706100212
12515,0.0797573485923437
12516,0.18714863520564362
12517,0.4402498349891236
12518,0.5518087655313388
12519,0.09960386419498347
12520,0.44742540963367355
12521,0.1332532810570687
12522,0.04973007866982841
12523,0.5963618404841233
12524,0.6322259607939545
12525,0.055096386899620695
12526,0.33513232825479955
12527,0.17398682549865443
12528,0.3255343479893243
12529,0.051498320809729034
12530,0.35754757218051
12531,0.07332118474376412
12532,0.219778909932768
12533,0.04870729866232032
12534,0.21543079829813147
12535,0.25913593223563736
12536,0.4295660473387906
12537,0.08564631539923612
12538,0.20097694413058173
12539,0.4468672630727442
12540,0.8210283710352974
12541,0.25156209853763795
12542,0.046275875464052346
12543,0.0516199238732853
12544,0.3172532790829824
12545,0.22137860692628247
12546,0.33965851637451494
12547,0.04973007866982841
12548,0.04973007866982841
12549,0.05896668440286964
12550,0.2747547210211967
12551,0.04973007866982841
12552,0.2428951160095266
12553,0.622168206079669
12554,0.051010523199379855
12555,0.04973007866982841
12556,0.33152606051823946
12557,0.232971780857491
12559,0.07934153554759328
12560,0.32079455026238474
12561,0.09374917833971315
12562,0.4686480941120701
12563,0.08205555643652626
